NCBI Genome Submission ID	NCBI BioSample Submission ID	Genome (MAG Identifier)	TaxAss-kingdom	TaxAss-phylum	TaxAss-class	TaxAss-order	TaxAss-lineage	TaxAss-clade	TaxAss-tribe	Congruent Taxonomy	Candidate phyla	DPANN	Domain	Number of MAG in cluster dRep	Completeness DasTool	Contamination DasTool	Taxonomy GTDB-Tk	Taxonomy NCBI	Strain name	Genome completeness CheckM	Genome contamination CheckM	Strain heterogeneity CheckM	16S rRNA phylogeny CheckM	Number of ambiguous bases	Number of contigs	Number of  predicted genes	Number of scaffolds	Coding density	GC	GC std	Genome size (bp)	Longest contig	Longest scaffold	Mean contig length	Mean scaffold length	N50 (contigs)	N50 (scaffolds)	Translation table	tRNAs decoding Standard 20 AA	Selenocysteine tRNAs	Possible suppressor tRNAs	tRNAs with undetermined/unknown isotypes	Predicted pseudogenes	Total tRNAs
VGPJ00000000	SAMN10966657	K_DeepCast_250m_m1_240								CP WWE3	X		Bacteria	1	72.55	5.88	d__Bacteria;p__Patescibacteria;c__WWE3;o__;f__;g__;s__	d__Bacteria;p__Patescibacteria;c__;o__;f__;g__;s__	Patescibacteria bacterium K_DeepCast_250m_m1_240 [Phylum]	31.94	0.1	0		0	123	569	123	0.906	0.48	0	432403	10956	10956	3515	3515	3988	3988	11	24	0	0	0	0	24
VGKH00000000	SAMN10966524	K_DeepCast_250m_m2_027	Bacteria(100)	Omnitrophicaeota(100)	unclassified	unclassified	unclassified	unclassified	unclassified	CP WOR-2 Omnitrophica	X		Bacteria	6	90.2	2.63	d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__	d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__	Omnitrophota bacterium K_DeepCast_250m_m2_027 [Phylum]	87.57	4.3	25	Bacteria;Omnitrophica;uncultured bacterium	0	105	1480	105	0.920	0.41	0	1408423	94966	94966	13414	13414	21810	21810	11	47	0	0	0	0	47
VGVL00000000	SAMN10966815	K_DeepCast_100m_m2_001	Bacteria(100)	Acidobacteria(100)	Subgroup_6(100)	unclassified	unclassified	unclassified	unclassified	CP Ziwabacteria	X		Bacteria	2	84.31	23.53	d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__;f__;g__;s__	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	Acidobacteriota bacterium K_DeepCast_100m_m2_001 [Phylum]	77.48	11.68	20	Bacteria;Acidobacteria;Subgroup 6;uncultured bacterium	0	1349	4925	1349	0.920	0.68	0	4601967	17490	17490	3411	3411	3845	3845	11	34	0	0	0	1	35
VGKI00000000	SAMN10966525	M_DeepCast_400m_m1_102								CP WOR-2 Omnitrophica	X		Bacteria	4	70.59	5.26	d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__	d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__	Omnitrophota bacterium M_DeepCast_400m_m1_102 [Phylum]	73.77	9.99	25		0	368	1601	368	0.948	0.40	0	1374908	60438	60438	3736	3736	4382	4382	11	38	0	0	0	0	38
VGKJ00000000	SAMN10966526	M_DeepCast_400m_m2_096	Bacteria(100)	Omnitrophicaeota(97)	unclassified	unclassified	unclassified	unclassified	unclassified	CP WOR-2 Omnitrophica	X		Bacteria	5	90.2	9.8	d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__	d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__	Omnitrophota bacterium M_DeepCast_400m_m2_096 [Phylum]	73.97	1.68	33.33		0	223	1025	223	0.953	0.41	0	822666	24970	24970	3689	3689	4079	4079	11	31	0	0	0	0	31
VGKK00000000	SAMN10966527	M_DeepCast_400m_m2_183								CP WOR-2 Omnitrophica	X		Bacteria	4	90.2	1.96	d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__	d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__	Omnitrophota bacterium M_DeepCast_400m_m2_183 [Phylum]	86.97	3.32	50		0	166	1285	166	0.902	0.47	0	1189554	41232	41232	7166	7166	9776	9776	11	36	0	0	0	2	38
0	SAMN10966840	M_surface_7_m1_222	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Cyanobacteria			Bacteria	2	70.59	15.69	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__;s__	Cyanobacteriia bacterium M_surface_7_m1_222 [Class]	25.57	6.16	10		0	12248	36742	12248	0.372	0.35	0	24955658	10399	10399	2038	2038	1972	1972	11	49	0	0	1	224	274
VGPM00000000	SAMN10966660	M_surface_6_m1_267								Cyanobacteria			Bacteria	18	49.02	3.92	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_surface_6_m1_267 [Genus]	17.91	1.09	55.56		0	120	513	120	0.932	0.67	0	372034	12538	12538	3100	3100	3334	3334	11	5	0	0	0	0	5
VGPN00000000	SAMN10966661	M_surface_6_m2_128								Cyanobacteria			Bacteria	5	45.1	0	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_surface_6_m2_128 [Genus]	42.59	0.18	50		0	67	971	67	0.928	0.66	0	838768	48394	48394	12519	12519	18211	18211	11	25	0	0	0	1	26
VGPO00000000	SAMN10966662	M_surface_7_m1_184								Cyanobacteria			Bacteria	5	50.98	2.63	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_surface_7_m1_184 [Genus]	8.47	0.82	100		0	109	391	109	0.930	0.68	0	282091	24603	24603	2588	2588	2262	2262	11	4	0	0	0	0	4
VGKM00000000	SAMN10966529	K_DeepCast_150m_m1_084								CP WOR-2 Omnitrophica	X		Bacteria	3	96.08	7.89	d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__	d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__	Omnitrophota bacterium K_DeepCast_150m_m1_084 [Phylum]	75.99	3.23	0		0	290	1655	290	0.954	0.43	0	1517252	46276	46276	5232	5232	7487	7487	11	36	0	0	0	1	37
VGKN00000000	SAMN10966530	K_DeepCast_250m_m2_062	Archaea(98)	Diapherotrites(85)	Iainarchaeia(85)	Iainarchaeales(85)	unclassified	unclassified	unclassified	CP WOR-2 Omnitrophica	X		Bacteria	4	94.12	7.89	d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__	d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__	Omnitrophota bacterium K_DeepCast_250m_m2_062 [Phylum]	83.81	2.41	20	Bacteria;Omnitrophica;uncultured organism	0	460	2236	460	0.917	0.38	0	2115931	29658	29658	4600	4600	5633	5633	11	34	0	0	0	3	37
VGIR00000000	SAMN10966482	K_DeepCast_150m_m2_040	Bacteria(100)	TA06(100)	unclassified	unclassified	unclassified	unclassified	unclassified	CP WOR-3	X		Bacteria	8	100	2.63	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__;s__	d__Bacteria;p__WOR-3;c__;o__;f__;g__;s__	WOR-3 bacterium K_DeepCast_150m_m2_040 [Phylum]	94.51	4.4	75	Bacteria;AC1;uncultured bacterium SHA-114	0	215	3060	215	0.871	0.63	0	3366184	133796	133796	15657	15657	29079	29079	11	49	0	1	0	0	50
VGPS00000000	SAMN10966666	M_surface_9_mx_156	Bacteria(99)	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Cyanobacteria			Bacteria	5	49.02	1.96	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_surface_9_mx_156 [Genus]	6.66	0.54	100		0	109	409	109	0.868	0.62	0	296177	36212	36212	2717	2717	2914	2914	11	9	0	0	0	0	9
VGIS00000000	SAMN10966483	K_DeepCast_150m_m2_307	Bacteria(100)	TA06(100)	unclassified	unclassified	unclassified	unclassified	unclassified	CP WOR-3	X		Bacteria	5	86.27	2.63	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__;s__	d__Bacteria;p__WOR-3;c__;o__;f__;g__;s__	WOR-3 bacterium K_DeepCast_150m_m2_307 [Phylum]	74.14	0.1	100	Bacteria;AC1;uncultured bacterium	0	703	2485	703	0.899	0.65	0	2368780	21059	21059	3370	3370	3777	3777	11	37	0	1	0	0	38
VGIT00000000	SAMN10966484	K_DeepCast_250m_m1_105								CP WOR-3	X		Bacteria	2	78.43	0	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__;s__	d__Bacteria;p__WOR-3;c__;o__;f__;g__;s__	WOR-3 bacterium K_DeepCast_250m_m1_105 [Phylum]	54.59	0	0		0	518	1472	518	0.897	0.63	0	1307803	9009	9009	2525	2525	2600	2600	11	18	0	1	0	0	19
VGPV00000000	SAMN10966669	M_surface_10_m2_146								Cyanobacteria			Bacteria	12	94.12	9.8	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_surface_10_m2_146 [Genus]	91.08	15.99	50.67		0	536	3026	536	0.921	0.67	0	2432388	23370	23370	4538	4538	5739	5739	11	33	0	0	0	2	35
VGIU00000000	SAMN10966485	M_DeepCast_400m_m1_356	Bacteria(100)	TA06(100)	unclassified	unclassified	unclassified	unclassified	unclassified	CP WOR-3	X		Bacteria	1	72.55	7.84	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__;s__	d__Bacteria;p__WOR-3;c__;o__;f__;g__;s__	WOR-3 bacterium M_DeepCast_400m_m1_356 [Phylum]	50.59	2.81	33.33	Bacteria;AC1;uncultured bacterium	0	751	2349	751	0.920	0.68	0	2089483	13454	13454	2782	2782	2973	2973	11	35	0	1	0	1	37
VGPH00000000	SAMN10966655	K_DeepCast_150m_m2_105								CP WWE1	X		Bacteria	7	100	9.8	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__;s__	d__Bacteria;p__Cloacimonadota;c__;o__;f__;g__;s__	Cloacimonadota bacterium K_DeepCast_150m_m2_105 [Phylum]	73.93	1.26	33.33		0	436	1685	436	0.908	0.42	0	1697512	22792	22792	3893	3893	4516	4516	11	40	0	0	0	0	40
VGPY00000000	SAMN10966672	K_DeepCast_0m_m2_193								Cyanobacteria			Bacteria	12	96.08	9.8	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. K_DeepCast_0m_m2_193 [Genus]	96.2	23.91	39.68		0	852	5204	852	0.910	0.65	0	4311884	45892	45892	5061	5061	7076	7076	11	40	0	0	0	3	43
VGPZ00000000	SAMN10966673	K_DeepCast_0m_mx_142								Cyanobacteria			Bacteria	1	74.51	15.69	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Neosynechococcales;f__Neosynechococcaceae;g__;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__;s__	Cyanobacteriia bacterium K_DeepCast_0m_mx_142 [Class]	64.86	10.3	11.48		0	1662	3655	1662	0.870	0.44	0	2653028	6946	6946	1596	1596	1567	1567	11	52	0	0	0	2	54
VGPI00000000	SAMN10966656	K_DeepCast_250m_m1_043								CP WWE1	X		Bacteria	4	94.12	7.84	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__;s__	d__Bacteria;p__Cloacimonadota;c__;o__;f__;g__;s__	Cloacimonadota bacterium K_DeepCast_250m_m1_043 [Phylum]	95.48	2.26	100		0	287	1866	287	0.906	0.50	0	2014744	29950	29950	7020	7020	9809	9809	11	45	0	0	0	0	45
VGQB00000000	SAMN10966675	K_DeepCast_100m_m1_010								Cyanobacteria			Bacteria	15	94.12	39.22	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. K_DeepCast_100m_m1_010 [Genus]	72.96	14.86	87.5		0	450	2739	450	0.921	0.64	0	2128732	34189	34189	4731	4731	6256	6256	11	41	0	0	0	0	41
VGPK00000000	SAMN10966658	M_DeepCast_400m_m2_266								CP WWE3	X		Bacteria	4	88.24	3.92	d__Bacteria;p__Patescibacteria;c__4484-211;o__4484-211;f__;g__;s__	d__Bacteria;p__Patescibacteria;c__;o__;f__;g__;s__	Patescibacteria bacterium M_DeepCast_400m_m2_266 [Phylum]	55.37	1.8	0		0	218	1256	218	0.854	0.42	0	988385	25780	25780	4534	4534	5569	5569	11	36	0	0	0	0	36
VGQD00000000	SAMN10966677	M_DeepCast_100m_m1_202								Cyanobacteria			Bacteria	5	58.82	2.63	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_DeepCast_100m_m1_202 [Genus]	14.72	9.63	97.14		0	167	643	167	0.936	0.68	0	486388	53888	53888	2913	2913	2712	2712	11	6	0	0	0	0	6
VGQE00000000	SAMN10966678	M_DeepCast_100m_m2_281								Cyanobacteria			Bacteria	12	76.47	17.65	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_DeepCast_100m_m2_281 [Genus]	85.97	24.77	34.06		0	878	3687	878	0.926	0.67	0	2882137	14582	14582	3283	3283	3788	3788	11	37	0	0	0	0	37
VGQF00000000	SAMN10966679	M_DeepCast_100m_mx_180								Cyanobacteria			Bacteria	1	45.1	2.63	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__	d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__;g__;s__	Betaproteobacteriales bacterium M_DeepCast_100m_mx_180 [Order]	32.5	6.1	14.29		0	853	1997	853	0.911	0.64	0	1362103	8981	8981	1597	1597	1494	1494	11	12	0	0	1	0	13
VGQG00000000	SAMN10966680	M_DeepCast_10m_m1_011								Cyanobacteria			Bacteria	12	84.31	13.73	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_DeepCast_10m_m1_011 [Genus]	78.06	26.72	31.38		0	1142	4417	1142	0.917	0.65	0	3504883	21725	21725	3069	3069	3257	3257	11	39	0	0	0	3	42
VGQH00000000	SAMN10966681	M_DeepCast_10m_m2_174	Bacteria(100)	Cyanobacteria(81)	Oxyphotobacteria(81)	unclassified	unclassified	unclassified	unclassified	Cyanobacteria			Bacteria	5	68.63	9.8	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_DeepCast_10m_m2_174 [Genus]	95.27	28.41	62.13		0	555	4064	555	0.915	0.64	0	3361711	60370	60370	6057	6057	8779	8779	11	52	0	0	1	1	54
VGQI00000000	SAMN10966682	K_DeepCast_150m_m2_006	Bacteria(95)	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Cyanobacteria			Bacteria	12	72.55	13.73	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. K_DeepCast_150m_m2_006 [Genus]	84.16	12.28	41.25		0	888	3875	888	0.914	0.66	0	3003199	17278	17278	3382	3382	3749	3749	11	37	0	0	0	3	40
VGQJ00000000	SAMN10966683	K_DeepCast_150m_m2_036	Bacteria(98)	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Cyanobacteria			Bacteria	15	80.39	15.69	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. K_DeepCast_150m_m2_036 [Genus]	93.06	14.13	46.15		0	310	3180	310	0.917	0.64	0	2571441	61915	61915	8295	8295	13335	13335	11	54	0	0	0	1	55
VGXH00000000	SAMN10966864	K_DeepCast_100m_m2_307	Bacteria(100)	Latescibacteria(100)	unclassified	unclassified	unclassified	unclassified	unclassified	CP Ziwabacteria	X		Bacteria	2	54.9	5.88	d__Bacteria;p__UBP1;c__PRR-12;o__;f__;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Bacteria bacterium K_DeepCast_100m_m2_307 [Domain]	73.74	1.28	50	Bacteria;Latescibacteria;uncultured bacterium	0	742	3058	742	0.919	0.72	0	3007934	19568	19568	4054	4054	5083	5083	11	24	0	0	0	2	26
VGXI00000000	SAMN10966865	K_DeepCast_100m_m2_321	Bacteria(100)	Latescibacteria(100)	Latescibacteria(100)	Latescibacterales(100)	Latescibacteraceae(100)	unclassified	unclassified	CP Ziwabacteria	X		Bacteria	4	98.04	1.96	d__Bacteria;p__UBP1;c__PRR-12;o__;f__;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Bacteria bacterium K_DeepCast_100m_m2_321 [Domain]	98.35	0	0	Bacteria;Latescibacteria;uncultured bacterium	0	425	3404	425	0.921	0.71	0	3636611	67839	67839	8557	8557	13649	13649	11	49	0	0	0	2	51
VGQM00000000	SAMN10966686	M_DeepCast_200m_mx_041	Bacteria(95)	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Cyanobacteria			Bacteria	3	68.63	17.65	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_DeepCast_200m_mx_041 [Genus]	80.07	41.67	42.2		0	2226	5954	2226	0.918	0.65	0	3916863	13717	13717	1760	1760	1776	1776	11	52	0	0	1	2	55
VGQN00000000	SAMN10966687	K_DeepCast_250m_m2_038	Bacteria(99)	Cyanobacteria(83)	Oxyphotobacteria(83)	unclassified	unclassified	unclassified	unclassified	Cyanobacteria			Bacteria	15	90.2	11.76	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. K_DeepCast_250m_m2_038 [Genus]	90.04	10.24	53.19		0	347	2910	347	0.918	0.64	0	2323629	59959	59959	6696	6696	11409	11409	11	47	0	0	0	0	47
VGQO00000000	SAMN10966688	K_DeepCast_250m_m2_308	Bacteria(95)	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Cyanobacteria			Bacteria	12	74.51	11.76	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. K_DeepCast_250m_m2_308 [Genus]	79.24	11.23	33.77		0	820	3267	820	0.918	0.67	0	2479452	11480	11480	3024	3024	3261	3261	11	31	0	0	0	2	33
VGQP00000000	SAMN10966689	K_DeepCast_300m_m2_098								Cyanobacteria			Bacteria	15	82.35	31.37	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. K_DeepCast_300m_m2_098 [Genus]	85.7	19.6	72.81		0	540	3146	540	0.915	0.64	0	2402065	40408	40408	4448	4448	5368	5368	11	41	0	0	0	1	42
VGJU00000000	SAMN10966511	K_Offshore_80m_m2_058	Bacteria(100)	AncK6(100)	unclassified	unclassified	unclassified	unclassified	unclassified	CP Zixibacteria	X		Bacteria	2	96.08	3.92	d__Bacteria;p__Latescibacterota;c__;o__;f__;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Bacteria bacterium K_Offshore_80m_m2_058 [Domain]	96.09	2.55	40	Bacteria;PAUC34f;uncultured bacterium	0	431	4425	431	0.913	0.57	0	4379653	62794	62794	10162	10162	15860	15860	11	43	0	2	1	0	46
VGPP00000000	SAMN10966663	M_surface_7_m2_037								Cyanobacteria			Bacteria	18	66.67	1.96	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_surface_7_m2_037 [Genus]	73.39	0.82	50		0	209	2144	209	0.919	0.66	0	1748353	54054	54054	8365	8365	11928	11928	11	36	0	0	0	0	36
VGPQ00000000	SAMN10966664	M_surface_7_m2_040								Cyanobacteria			Bacteria	12	92.16	10.53	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_surface_7_m2_040 [Genus]	88.48	6.84	55.17		0	524	2641	524	0.923	0.67	0	2121097	19111	19111	4048	4048	5004	5004	11	35	0	0	0	0	35
VGQT00000000	SAMN10966693	K_DeepCast_35m_m2_318								Cyanobacteria			Bacteria	12	90.2	5.88	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. K_DeepCast_35m_m2_318 [Genus]	95.06	12.58	48.89		0	460	3527	460	0.921	0.67	0	2975339	51768	51768	6468	6468	11016	11016	11	42	0	0	0	2	44
VGQU00000000	SAMN10966694	K_Offshore_40m_m2_224	Bacteria(100)	Actinobacteria(93)	Actinobacteria(86)	unclassified	unclassified	unclassified	unclassified	Cyanobacteria			Bacteria	12	68.63	9.8	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. K_Offshore_40m_m2_224 [Genus]	85.56	13.2	48.75		0	847	3660	847	0.924	0.67	0	2913957	27097	27097	3440	3440	4038	4038	11	38	0	0	0	1	39
VGQV00000000	SAMN10966695	K_Offshore_surface_m1_225								Cyanobacteria			Bacteria	1	90.2	10.53	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. K_Offshore_surface_m1_225 [Genus]	81.65	15.17	23.61		0	727	3360	727	0.901	0.69	0	2752154	20933	20933	3786	3786	4449	4449	11	37	0	0	0	1	38
VGPR00000000	SAMN10966665	M_surface_9_m1_291								Cyanobacteria			Bacteria	12	50.98	3.92	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_surface_9_m1_291 [Genus]	62.64	9.51	56.14		0	633	2350	633	0.931	0.67	0	1809371	16804	16804	2858	2858	3019	3019	11	28	0	0	0	1	29
VGPT00000000	SAMN10966667	M_surface_10_m1_298	Bacteria(96)	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Cyanobacteria			Bacteria	15	80.39	1.96	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__	Cyanobium sp. M_surface_10_m1_298 [Genus]	90.73	2.58	72.73		0	145	2309	145	0.927	0.64	0	1994314	92021	92021	13754	13754	29105	29105	11	40	0	0	0	1	41
VGWK00000000	SAMN10966841	M_surface_9_mx_081	Bacteria(100)	Cyanobacteria(100)	Oxyphotobacteria(100)	Chloroplast(100)	unclassified	unclassified	unclassified	Cyanobacteria			Bacteria	2	72.55	19.61	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__;s__	Cyanobacteriia bacterium M_surface_9_mx_081 [Class]	30.53	7.29	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;uncultured bacterium	0	1565	5083	1565	0.701	0.29	0	4212418	83061	83061	2692	2692	3382	3382	11	91	0	1	1	7	100
VGWL00000000	SAMN10966842	M_surface_10_mx_073	Bacteria(99)	Proteobacteria(99)	Alphaproteobacteria(99)	Rickettsiales(99)	Mitochondria(99)	unclassified	unclassified	Cyanobacteria			Bacteria	2	60.78	7.84	d__Bacteria;p__Cyanobacteriota;c__;o__;f__;g__;s__	d__Bacteria;p__Cyanobacteriota;c__;o__;f__;g__;s__	Cyanobacteriota bacterium M_surface_10_mx_073 [Phylum]	22.55	12.93	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;uncultured bacterium	0	3079	10857	3079	0.742	0.32	0	8104521	115056	115056	2632	2632	3187	3187	11	138	0	0	2	11	151
VGWM00000000	SAMN10966843	M_surface_10_m2_157	Bacteria(100)	Cyanobacteria(100)	Oxyphotobacteria(100)	Chloroplast(100)	unclassified	unclassified	unclassified	Cyanobacteria			Bacteria	1	54.9	3.92	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__;s__	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__;s__	Cyanobacteriia bacterium M_surface_10_m2_157 [Class]	11.85	0.85	0	Bacteria;Cyanobacteria;Chloroplast;Chrysochromulina sp. CCMP291	0	8	139	8	0.779	0.35	0	124276	100097	100097	15535	15535	100097	100097	11	37	0	0	0	0	37
