NCBI Genome Submission ID,NCBI BioSample Submission ID,Genome (MAG Identifier),Genome completeness (CheckM),Genome contamination (CheckM),Manual Taxonomy,Taxonomy (GTDB-tk),Comparison of Manual Taxonomy (16RP) and GTDB-tk,Candidate phyla,DPANN,Domain,Number of MAG in cluster (dRep),Completeness (DasTool),Contamination (DasTool),TaxAss-kingdom,TaxAss-phylum,TaxAss-class,TaxAss-order,TaxAss-lineage,TaxAss-clade,TaxAss-tribe,Taxonomy (NCBI),Strain name,16S rRNA phylogeny (CheckM),Number of contigs,Number of  predicted genes,Number of scaffolds,Coding density,GC,Genome size (bp),Longest contig,Longest scaffold,Mean contig length,Mean scaffold length,N50 (contigs),N50 (scaffolds),Translation table,tRNAs decoding Standard 20 AA,Selenocysteine tRNAs,Possible suppressor tRNAs,tRNAs with undetermined/unknown isotypes,Predicted pseudogenes,Total tRNAs
VGPR00000000,SAMN10966665,M_surface_9_m1_291,62.64,9.51,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,12,50.98,3.92,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. M_surface_9_m1_291 [Genus],,633,2350,633,0.931,0.67,1809371,16804,16804,2858,2858,3019,3019,11,28,0,0,0,1,29
VGPT00000000,SAMN10966667,M_surface_10_m1_298,90.73,2.58,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,15,80.39,1.96,Bacteria(96),unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. M_surface_10_m1_298 [Genus],,145,2309,145,0.927,0.64,1994314,92021,92021,13754,13754,29105,29105,11,40,0,0,0,1,41
VGPU00000000,SAMN10966668,M_surface_10_m2_119,98.46,1.4,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,10,94.12,2.63,Bacteria(96),unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. M_surface_10_m2_119 [Genus],,118,2854,118,0.913,0.69,2619735,191980,191980,22201,22201,39424,39424,11,43,0,0,0,1,44
VGPW00000000,SAMN10966670,M_surface_10_m2_179,91.01,3.44,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,3,58.82,2.63,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. M_surface_10_m2_179 [Genus],,127,2229,127,0.929,0.67,1923915,74856,74856,15149,15149,24756,24756,11,36,0,0,0,0,36
VGPX00000000,SAMN10966671,K_DeepCast_0m_m1_088,53.27,9.47,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,18,68.63,7.84,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. K_DeepCast_0m_m1_088 [Genus],,394,2373,394,0.916,0.65,1926537,44261,44261,4890,4890,6271,6271,11,32,0,0,0,1,33
VGQA00000000,SAMN10966674,K_Offshore_0m_m2_072,74.69,7.97,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,12,66.67,7.84,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. K_Offshore_0m_m2_072 [Genus],,684,2978,684,0.926,0.67,2346286,29772,29772,3430,3430,3727,3727,11,32,0,0,0,0,32
VGQC00000000,SAMN10966676,M_DeepCast_100m_m1_067,88.18,2.16,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,23,94.12,0,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. M_DeepCast_100m_m1_067 [Genus],,162,1989,162,0.931,0.68,1705678,83549,83549,10529,10529,19607,19607,11,34,0,0,0,0,34
VGQK00000000,SAMN10966684,K_DeepCast_150m_m2_101,80.05,9.65,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,18,60.78,7.84,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. K_DeepCast_150m_m2_101 [Genus],,467,2565,467,0.935,0.67,2058040,33935,33935,4407,4407,5512,5512,11,29,0,0,0,0,29
VGQL00000000,SAMN10966685,M_DeepCast_200m_mx_001,65.02,0.05,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,24,78.43,3.92,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. M_DeepCast_200m_mx_001 [Genus],,100,1340,100,0.934,0.70,1184207,55602,55602,11842,11842,24766,24766,11,20,0,0,0,0,20
VGQQ00000000,SAMN10966690,K_DeepCast_35m_m1_288,82.63,9.19,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,1,50.98,5.88,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. K_DeepCast_35m_m1_288 [Genus],,515,3304,515,0.920,0.65,2707209,40452,40452,5257,5257,7860,7860,11,30,0,0,1,1,32
VGQR00000000,SAMN10966691,K_DeepCast_35m_m2_023,96.55,6.19,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,1,98.04,23.53,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. K_DeepCast_35m_m2_023 [Genus],,696,3657,696,0.902,0.64,2964584,23293,23293,4259,4259,5254,5254,11,46,0,0,0,0,46
VGQS00000000,SAMN10966692,K_DeepCast_35m_m2_155,88.68,1.36,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,22,90.2,3.92,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. K_DeepCast_35m_m2_155 [Genus],,165,2043,165,0.931,0.66,1739062,77666,77666,10540,10540,17556,17556,11,32,0,0,0,0,32
VGQW00000000,SAMN10966696,K_Offshore_surface_m2_011,98.91,0.54,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,16,98.04,0,Bacteria(100),Cyanobacteria(100),Oxyphotobacteria(100),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. K_Offshore_surface_m2_011 [Genus],Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;cyanobacterium WSH-1,52,3043,52,0.914,0.70,2891476,217881,217881,55605,55605,84849,84849,11,40,0,0,0,1,41
VGQX00000000,SAMN10966697,K_Offshore_surface_m2_239,95.89,2.8,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,2,94.12,13.73,Bacteria(96),unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. K_Offshore_surface_m2_239 [Genus],,343,3852,343,0.882,0.65,3522277,83215,83215,10269,10269,15966,15966,11,40,0,0,0,0,40
VGSH00000000,SAMN10966733,K_DeepCast_150m_m1_356,95.78,6.56,Deltaproteobacteria,d__Bacteria;;c__;o__;f__;g__;s__,"Not a match, only classified to Bacteria in GTDB",,,Bacteria,4,96.08,0,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Sva0485(100),unclassified,unclassified,unclassified,d__Bacteria;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_150m_m1_356 [Domain],Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;uncultured bacterium,254,3103,254,0.857,0.56,3254097,96975,96975,12811,12811,21210,21210,11,47,0,1,0,1,49
VGSA00000000,SAMN10966726,M_DeepCast_100m_m2_010,93.22,5.37,Deltaproteobacteria,d__Bacteria;p__Bdellovibrionota;c__;o__;f__;g__;s__,Not a match,,,Bacteria,16,98.04,5.88,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Oligoflexales(100),0319-6G20(100),unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium M_DeepCast_100m_m2_010 [Domain],Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;uncultured bacterium,285,2535,285,0.915,0.42,2480717,41987,41987,8704,8704,12312,12312,11,44,0,0,0,0,44
VGSE00000000,SAMN10966730,K_Offshore_120m_m2_196,92.38,4.2,Deltaproteobacteria,d__Bacteria;p__Bdellovibrionota;c__;o__;f__;g__;s__,Not a match,,,Bacteria,16,98.04,2.63,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Oligoflexales(100),0319-6G20(100),unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_120m_m2_196 [Domain],Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;uncultured bacterium,290,2680,290,0.908,0.42,2655529,61437,61437,9157,9157,14803,14803,11,45,0,0,1,0,46
VGTI00000000,SAMN10966760,K_Offshore_80m_m2_119,90.48,1.68,Deltaproteobacteria,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__;g__;s__,Not a match,,,Bacteria,2,96.08,1.96,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Oligoflexales(100),Oligoflexaceae(100),unclassified,unclassified,d__Bacteria;p__;c__;o__Oligoflexales;f__;g__;s__,Oligoflexales bacterium K_Offshore_80m_m2_119 [Order],Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured bacterium,166,4182,166,0.914,0.53,4651479,363697,363697,28021,28021,69041,69041,11,42,0,0,0,0,42
VGSF00000000,SAMN10966731,K_DeepCast_150m_m1_110,95.16,4.52,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__;f__;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,8,96.08,2.63,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Syntrophobacterales(100),Syntrophaceae(100),unclassified,unclassified,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_150m_m1_110 [Phylum],Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;uncultured;uncultured bacterium,234,5025,234,0.809,0.50,5333054,147096,147096,22791,22791,38857,38857,11,43,0,1,0,0,44
VGRU00000000,SAMN10966720,K_DeepCast_100m_m1_199,85.66,3.73,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,9,96.08,2.63,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Sva0485(99),unclassified,unclassified,unclassified,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_100m_m1_199 [Phylum],Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;uncultured bacterium,435,4148,435,0.846,0.48,3974121,104921,104921,9136,9136,13422,13422,11,46,0,1,0,0,47
VGRV00000000,SAMN10966721,K_DeepCast_100m_m2_189,54.03,2.62,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,8,74.51,1.96,,,,,,,,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_100m_m2_189 [Phylum],,515,1947,515,0.883,0.47,1623402,19479,19479,3152,3152,3290,3290,11,12,0,0,0,0,12
VGRY00000000,SAMN10966724,K_DeepCast_100m_mx_276,80.32,3.23,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,9,86.27,1.96,,,,,,,,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_100m_mx_276 [Phylum],,187,4012,187,0.865,0.47,4080899,124559,124559,21823,21823,46603,46603,11,37,0,1,0,0,38
VGSD00000000,SAMN10966729,K_DeepCast_1200m_m2_207,89.72,7.49,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,8,78.43,2.63,,,,,,,,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_1200m_m2_207 [Phylum],,712,3899,712,0.880,0.47,3559718,53883,53883,5000,5000,6211,6211,11,34,0,1,0,1,36
VGSL00000000,SAMN10966737,K_DeepCast_150m_m2_257,81.45,8.41,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,8,96.08,3.92,,,,,,,,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_150m_m2_257 [Phylum],,838,4587,838,0.876,0.47,4090193,89564,89564,4881,4881,6088,6088,11,42,0,0,0,1,43
VGSS00000000,SAMN10966744,K_DeepCast_250m_m2_302,84.62,4.52,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,8,98.04,2.63,,,,,,,,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_250m_m2_302 [Phylum],,206,3093,206,0.861,0.48,3045402,92192,92192,14784,14784,23116,23116,11,45,0,0,0,0,45
VGSJ00000000,SAMN10966735,K_DeepCast_150m_m2_098,97.1,0.02,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,7,100,1.96,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Syntrophobacterales(100),Syntrophaceae(100),Desulfobacca(100),unclassified,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_150m_m2_098 [Phylum],Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;uncultured bacterium,148,2937,148,0.830,0.59,3108308,105700,105700,21002,21002,30255,30255,11,45,0,1,0,0,46
VGSO00000000,SAMN10966740,K_DeepCast_250m_m1_077,85.33,5.51,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,5,98.04,5.88,,,,,,,,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_250m_m1_077 [Phylum],,457,3000,457,0.819,0.58,2987125,39178,39178,6536,6536,8178,8178,11,30,0,0,0,0,30
VGSQ00000000,SAMN10966742,K_DeepCast_250m_m2_102,90.65,0.97,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,6,100,0,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Syntrophobacterales(100),Syntrophaceae(100),Desulfobacca(100),unclassified,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_250m_m2_102 [Phylum],Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;uncultured bacterium,217,3039,217,0.823,0.63,3342870,75950,75950,15405,15405,24337,24337,11,35,0,0,0,0,35
VGSW00000000,SAMN10966748,K_DeepCast_300m_m2_211,95.48,6.29,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,5,98.04,2.63,,,,,,,,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_300m_m2_211 [Phylum],,302,3594,302,0.827,0.57,3733707,62074,62074,12363,12363,17248,17248,11,53,0,2,0,5,60
VGSX00000000,SAMN10966749,K_DeepCast_300m_m2_247,96.65,3.23,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__Desulfobaccaceae;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,5,100,3.92,,,,,,,,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_300m_m2_247 [Phylum],,490,3741,490,0.858,0.57,3745564,37736,37736,7644,7644,10772,10772,11,45,0,1,1,1,48
VGJI00000000,SAMN10966499,K_DeepCast_300m_mx_218,59.61,7.04,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,1,62.75,11.76,Bacteria(100),Acidobacteria(100),Subgroup_6(100),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_300m_mx_218 [Phylum],Archaea;Thaumarchaeota;Group C3;uncultured archaeon,2661,6045,2661,0.856,0.55,4477731,11688,11688,1683,1683,1687,1687,11,58,0,1,2,3,64
VGSG00000000,SAMN10966732,K_DeepCast_150m_m1_199,97.1,0.04,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,8,100,5.26,,,,,,,,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Desulfobacterota bacterium K_DeepCast_150m_m1_199 [Phylum],,202,4397,202,0.859,0.57,4705734,169686,169686,23296,23296,39225,39225,11,46,0,1,0,2,49
VGTB00000000,SAMN10966753,M_DeepCast_400m_m1_009,95.65,6.13,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,3,98.04,7.84,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Syntrophobacterales(100),Syntrophaceae(100),unclassified,unclassified,d__Bacteria;p__Desulfobacterota;c__;o__Syntrophales;f__;g__;s__,Syntrophales bacterium M_DeepCast_400m_m1_009 [Order],Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;uncultured;uncultured bacterium,191,2427,191,0.896,0.49,2397489,71263,71263,12552,12552,18160,18160,11,46,0,1,0,1,48
VGSK00000000,SAMN10966736,K_DeepCast_150m_m2_113,85.29,7.8,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__,"Not a match, Deltaproteobacteria are renamed into Desulfobacterota in GTDB",,,Bacteria,3,92.16,1.96,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Syntrophobacterales(100),Syntrophaceae(100),Syntrophus(100),unclassified,d__Bacteria;p__Desulfobacterota;c__;o__Syntrophales;f__;g__;s__,Syntrophales bacterium K_DeepCast_150m_m2_113 [Order],Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;uncultured delta proteobacterium,685,3778,685,0.897,0.58,3564595,36079,36079,5204,5204,6868,6868,11,43,0,0,1,1,45
VGRB00000000,SAMN10966701,K_DeepCast_100m_m1_326,86.59,3.57,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,"Not a match, Deltaproteobacteria are broken down into Myxococcota phylum",,,Bacteria,2,96.08,7.84,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_100m_m1_326 [Domain],,721,4853,721,0.915,0.73,5673043,48220,48220,7868,7868,11684,11684,11,38,0,1,0,0,39
VGRC00000000,SAMN10966702,K_DeepCast_100m_mx_210,70.22,4.4,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,"Not a match, Deltaproteobacteria are broken down into Myxococcota phylum",,,Bacteria,1,84.31,13.73,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_100m_mx_210 [Domain],,1419,3570,1419,0.928,0.54,2907625,11004,11004,2049,2049,2200,2200,11,26,0,0,0,1,27
VGRM00000000,SAMN10966712,M_DeepCast_400m_m1_331,64.08,1.47,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,"Not a match, Deltaproteobacteria are broken down into Myxococcota phylum",,,Bacteria,1,90.2,9.8,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium M_DeepCast_400m_m1_331 [Domain],,1098,3597,1098,0.941,0.71,3675192,21181,21181,3347,3347,3655,3655,11,20,0,0,0,1,21
VGRW00000000,SAMN10966722,K_DeepCast_100m_m2_268,92.22,1.94,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,"Not a match, Deltaproteobacteria are broken down into Myxococcota phylum",,,Bacteria,3,100,1.96,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),NB1-j(100),unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_100m_m2_268 [Domain],Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;uncultured bacterium,182,3801,182,0.949,0.71,3874731,130956,130956,21290,21290,37469,37469,11,44,0,1,0,1,46
VGRA00000000,SAMN10966700,K_Offshore_0m_m1_055,80.53,1.31,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__;s__,"Not a match, Deltaproteobacteria are broken down into Myxococcota phylum",,,Bacteria,3,76.47,7.89,,,,,,,,d__Bacteria;p__;c__;o__;f__Myxococcaceae;g__;s__,Myxococcaceae bacterium K_Offshore_0m_m1_055 [Family],,904,4302,904,0.933,0.72,3918758,22166,22166,4335,4335,5262,5262,11,35,0,0,0,1,36
VGRS00000000,SAMN10966718,K_Offshore_80m_m2_039,60.58,6.69,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__;g__;s__,"Not a match, Deltaproteobacteria are broken down into Myxococcota phylum",,,Bacteria,1,78.43,5.88,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_80m_m2_039 [Domain],,1207,3796,1207,0.921,0.73,3419660,19549,19549,2833,2833,2930,2930,11,22,0,0,0,2,24
VGRJ00000000,SAMN10966709,K_DeepCast_35m_m2_009,92.26,1.29,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,"Not a match, Deltaproteobacteria are broken down into Myxococcota phylum",,,Bacteria,4,98.04,5.26,Bacteria(99),Proteobacteria(96),Deltaproteobacteria(95),Myxococcales(95),unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__Polyangiaceae;g__;s__,Polyangiaceae bacterium K_DeepCast_35m_m2_009 [Family],Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium;uncultured bacterium,218,4357,218,0.929,0.70,5024321,189945,189945,23047,23047,38967,38967,11,41,0,0,0,1,42
VGRK00000000,SAMN10966710,K_DeepCast_35m_m2_046,88.96,8.55,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,"Not a match, Deltaproteobacteria are broken down into Myxococcota phylum",,,Bacteria,1,92.16,5.88,Bacteria(99),Proteobacteria(97),Deltaproteobacteria(96),Myxococcales(96),unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__Polyangiaceae;g__;s__,Polyangiaceae bacterium K_DeepCast_35m_m2_046 [Family],Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae;Phaselicystis;uncultured bacterium,470,4707,470,0.926,0.69,5133462,98640,98640,10922,10922,17700,17700,11,44,0,0,0,1,45
VGRX00000000,SAMN10966723,K_DeepCast_100m_m2_324,80.75,1.34,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__UBA4248;o__;f__;g__;s__,"Not a match, Deltaproteobacteria are broken down into Myxococcota phylum",,,Bacteria,3,98.04,1.96,Bacteria(100),Proteobacteria(87),Deltaproteobacteria(87),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_100m_m2_324 [Domain],Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;uncultured bacterium,857,4803,857,0.918,0.66,5898880,100875,100875,6883,6883,11406,11406,11,44,0,0,0,3,47
VGSN00000000,SAMN10966739,M_DeepCast_200m_m2_133,56.73,0.67,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__UBA4248;o__;f__;g__;s__,"Not a match, Deltaproteobacteria are broken down into Myxococcota phylum",,,Bacteria,1,76.47,5.88,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium M_DeepCast_200m_m2_133 [Domain],,1679,4341,1679,0.895,0.71,4386275,10413,10413,2612,2612,2674,2674,11,25,0,0,0,0,25
